Unnamed: 0.1,Unnamed: 0,INDICATOR,virus_total_mal_count,virus_total_sus_count,VT_SCORE,GN_IP_SRC,count,unique_IP_count,most_recent_hit_date,CERT,CERT_COUNT,CERT_VALID_DAYS,NUM_ACTIVE_CERTS,NUM_EXPIRED_CERTS,CERT_SHARED_DOMAINS,CERT_AUTHORITY,RECORD_DNS_A,RECORD_DNS_MX,RECORD_DNS_NS,RECORD_DNS_AAAA,RECORD_DNS_SOA,RECORD_DNS_TXT,WHOIS_REGISTRAR,WHOIS_CC,WHOIS_CREATION_DATE,WHOIS_DOMAIN_AGE,xstream_scores,iforest_scores,lof_scores,ocsvm_scores
648,648,vdxq.cooldog.website,0,0,0,['IP84'],2,1,2/9/2022,[],0,0,0,0,[],,"['104.23.137.13', '104.23.138.13']",[],[],"['2606:4700:11::6817:8a0d', '2606:4700:11::6817:890d']",[],,,,,,-9.773678650026882,-0.032486773095439236,0.9945923141752541,-0.151339840869825
649,649,www.birminghammartinfuneralhomes.com,0,0,0,['IP1211'],2,1,2/9/2022,"""[{'issuer_ca_id': 157938, 'issuer_name': 'C=US, O=""""Cloudflare, Inc."""", CN=Cloudflare Inc ECC CA-3', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 4679443676, 'entry_timestamp': '2021-06-10T17:54:19.619', 'not_before': '2021-06-10T00:00:00', 'not_after': '2022-06-09T23:59:59', 'serial_number': '081edbba559cf0c1052c028d51d8dc2c'}, {'issuer_ca_id': 157939, 'issuer_name': 'C=US, O=""""Cloudflare, Inc."""", CN=Cloudflare Inc RSA CA-2', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 4679443627, 'entry_timestamp': '2021-06-10T17:54:18.709', 'not_before': '2021-06-10T00:00:00', 'not_after': '2022-06-09T23:59:59', 'serial_number': '0e64e93a5e650085033e514d26d96dcb'}, {'issuer_ca_id': 157938, 'issuer_name': 'C=US, O=""""Cloudflare, Inc."""", CN=Cloudflare Inc ECC CA-3', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 3053635188, 'entry_timestamp': '2020-07-07T13:15:49.566', 'not_before': '2020-07-05T00:00:00', 'not_after': '2021-07-05T12:00:00', 'serial_number': '05df021f05a4e7da39c4fd6ac5b9d6cc'}, {'issuer_ca_id': 157938, 'issuer_name': 'C=US, O=""""Cloudflare, Inc."""", CN=Cloudflare Inc ECC CA-3', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 3042870200, 'entry_timestamp': '2020-07-05T06:11:30.726', 'not_before': '2020-07-05T00:00:00', 'not_after': '2021-07-05T12:00:00', 'serial_number': '05df021f05a4e7da39c4fd6ac5b9d6cc'}, {'issuer_ca_id': 157939, 'issuer_name': 'C=US, O=""""Cloudflare, Inc."""", CN=Cloudflare Inc RSA CA-2', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 3042870074, 'entry_timestamp': '2020-07-05T06:11:29.908', 'not_before': '2020-07-05T00:00:00', 'not_after': '2021-07-05T12:00:00', 'serial_number': '01dd58fbd46ec0e6dfb1b775f7d4549c'}, {'issuer_ca_id': 12906, 'issuer_name': 'C=US, ST=CA, L=San Francisco, O=""""CloudFlare, Inc."""", CN=CloudFlare Inc ECC CA-2', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 2794275751, 'entry_timestamp': '2020-05-11T13:19:47.936', 'not_before': '2020-05-09T00:00:00', 'not_after': '2020-10-09T12:00:00', 'serial_number': '02d502b31eb6ebacf3c9c93968afd57b'}, {'issuer_ca_id': 12906, 'issuer_name': 'C=US, ST=CA, L=San Francisco, O=""""CloudFlare, Inc."""", CN=CloudFlare Inc ECC CA-2', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 2785237836, 'entry_timestamp': '2020-05-09T14:47:00.565', 'not_before': '2020-05-09T00:00:00', 'not_after': '2020-10-09T12:00:00', 'serial_number': '02d502b31eb6ebacf3c9c93968afd57b'}, {'issuer_ca_id': 13064, 'issuer_name': 'C=US, ST=CA, L=San Francisco, O=""""CloudFlare, Inc."""", CN=CloudFlare Inc RSA CA-1', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 2785237892, 'entry_timestamp': '2020-05-09T14:46:59.127', 'not_before': '2020-05-09T00:00:00', 'not_after': '2020-10-14T12:00:00', 'serial_number': '0ff3ca3cd9619b14358925389edfce48'}, {'issuer_ca_id': 12906, 'issuer_name': 'C=US, ST=CA, L=San Francisco, O=""""CloudFlare, Inc."""", CN=CloudFlare Inc ECC CA-2', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 1570238621, 'entry_timestamp': '2019-06-12T13:54:27.5', 'not_before': '2019-06-10T00:00:00', 'not_after': '2020-06-09T12:00:00', 'serial_number': '0f00b7c82459146bd870f8ce6d3e7491'}, {'issuer_ca_id': 12906, 'issuer_name': 'C=US, ST=CA, L=San Francisco, O=""""CloudFlare, Inc."""", CN=CloudFlare Inc ECC CA-2', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 1562997355, 'entry_timestamp': '2019-06-10T16:17:55.433', 'not_before': '2019-06-10T00:00:00', 'not_after': '2020-06-09T12:00:00', 'serial_number': '0f00b7c82459146bd870f8ce6d3e7491'}, {'issuer_ca_id': 13064, 'issuer_name': 'C=US, ST=CA, L=San Francisco, O=""""CloudFlare, Inc."""", CN=CloudFlare Inc RSA CA-1', 'common_name': 'www.birminghammartinfuneralhomes.com', 'name_value': 'www.birminghammartinfuneralhomes.com', 'id': 1562999089, 'entry_timestamp': '2019-06-10T16:17:54.217', 'not_before': '2019-06-10T00:00:00', 'not_after': '2020-06-09T12:00:00', 'serial_number': '06c0be4e5636b59939dab2fab97a3a02'}]""",11,364,2,9,[],"Cloudflare, Inc.","['104.18.250.243', '104.18.249.243', '104.18.248.243', '104.18.251.243', '104.18.247.243']",[],[],"['2606:4700::6812:f9f3', '2606:4700::6812:fbf3', '2606:4700::6812:faf3', '2606:4700::6812:f7f3', '2606:4700::6812:f8f3']",[],,"TUCOWS, INC.",US,03:37.0,4754.0,-9.114415654332594,-0.01791077606656205,1.0354623445419617,-0.385310123217113
650,650,www.healthyandpaid.net,0,0,0,['IP1212'],2,1,2/9/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'healthyandpaid.net', 'name_value': 'www.healthyandpaid.net', 'id': 6132454746, 'entry_timestamp': '2022-02-06T14:36:20.648', 'not_before': '2022-02-06T13:36:20', 'not_after': '2022-05-07T13:36:19', 'serial_number': '03f0673085ae33fd9c349c051e08fb38e83b'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'healthyandpaid.net', 'name_value': 'www.healthyandpaid.net', 'id': 6120576602, 'entry_timestamp': '2022-02-06T14:36:20.386', 'not_before': '2022-02-06T13:36:20', 'not_after': '2022-05-07T13:36:19', 'serial_number': '03f0673085ae33fd9c349c051e08fb38e83b'}]""",2,90,2,0,[],Let's Encrypt,['54.184.58.211'],[],[],[],[],,Wix.Com Ltd.,,33:56.0,5.0,-9.418124998468135,-0.039954885928009776,1.0054951350903578,-0.34231004653168995
651,651,spectaculargymnastic.com,0,0,0,['IP824'],2,1,2/9/2022,"""[{'issuer_ca_id': 157938, 'issuer_name': 'C=US, O=""""Cloudflare, Inc."""", CN=Cloudflare Inc ECC CA-3', 'common_name': 'sni.cloudflaressl.com', 'name_value': '*.spectaculargymnastic.com\nspectaculargymnastic.com', 'id': 6125862757, 'entry_timestamp': '2022-02-07T08:29:29.661', 'not_before': '2022-02-07T00:00:00', 'not_after': '2023-02-06T23:59:59', 'serial_number': '075a6ead124f00e8ffd6eb2949745fce'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'spectaculargymnastic.com', 'name_value': 'spectaculargymnastic.com\nwww.spectaculargymnastic.com', 'id': 6136587594, 'entry_timestamp': '2022-02-07T08:27:29.681', 'not_before': '2022-02-07T07:27:29', 'not_after': '2022-05-08T07:27:28', 'serial_number': '0408c3b0ddb2ae19f91fd6e3e6704ccb6e3e'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'spectaculargymnastic.com', 'name_value': 'spectaculargymnastic.com\nwww.spectaculargymnastic.com', 'id': 6125930793, 'entry_timestamp': '2022-02-07T08:27:29.223', 'not_before': '2022-02-07T07:27:29', 'not_after': '2022-05-08T07:27:28', 'serial_number': '0408c3b0ddb2ae19f91fd6e3e6704ccb6e3e'}]""",3,364,3,0,['sni.cloudflaressl.com'],"Cloudflare, Inc.","['104.21.43.139', '172.67.180.50']",[],"['kara.ns.cloudflare.com', 'ed.ns.cloudflare.com']","['2606:4700:3034::6815:2b8b', '2606:4700:3031::ac43:b432']",['ed.ns.cloudflare.com'],"""spectaculargymnastic.com. 300 IN TXT """"facebook-domain-verification=3jc6me1j1g9nua0xjjwcrf217qwp5m""""""",NAMECHEAP INC,IS,58:34.0,8.0,-8.273723187600007,-0.007927997733157055,1.0905688196630097,-0.163696417912778
652,652,overfilights.page.link,0,0,0,['IP1213'],2,1,2/9/2022,[],0,0,0,0,[],,['142.250.189.206'],[],[],['2607:f8b0:4005:812::200e'],[],,"MarkMonitor, Inc.",US,11:13.7,1828.0,-9.742083001277424,-0.01417289764709534,1.0026905830237838,-0.10096340127516301
653,653,yypj.cooldog.website,0,0,0,['IP84'],2,1,2/9/2022,[],0,0,0,0,[],,"['104.23.137.13', '104.23.138.13']",[],[],"['2606:4700:11::6817:890d', '2606:4700:11::6817:8a0d']",[],,,,,,-9.773678650026882,-0.032486773095439236,0.9945923141752541,-0.151339840869825
654,654,photo.8ss.quest,0,0,0,"['IP1214', 'IP69']",5,2,2/9/2022,[],0,0,0,0,[],,['185.61.152.64'],[],[],[],[],"""photo.8ss.quest. 1200 IN TXT """"v=spf1 +a +mx +ip4:185.61.152.62 include:spf.web-hosting.com ~all""""""",NAMECHEAP INC,IS,53:45.0,5.0,-9.508424715956064,-0.020625462869326205,0.9955984186961955,-0.00012461440057442985
655,655,alltastesgerman.club,0,0,0,['IP482'],1,1,2/9/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'alltastesgerman.club', 'name_value': 'alltastesgerman.club\nwww.alltastesgerman.club', 'id': 6128621768, 'entry_timestamp': '2022-02-05T22:47:39.457', 'not_before': '2022-02-05T21:47:39', 'not_after': '2022-05-06T21:47:38', 'serial_number': '0317e48911b98ff5f45970608e9b0faf495e'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'alltastesgerman.club', 'name_value': 'alltastesgerman.club\nwww.alltastesgerman.club', 'id': 6116314572, 'entry_timestamp': '2022-02-05T22:47:39.27', 'not_before': '2022-02-05T21:47:39', 'not_after': '2022-05-06T21:47:38', 'serial_number': '0317e48911b98ff5f45970608e9b0faf495e'}]""",2,90,2,0,[],Let's Encrypt,['35.209.112.253'],"['mx30.mailspamprotection.com', 'mx20.mailspamprotection.com', 'mx10.mailspamprotection.com']","['ns2.siteground.net', 'ns1.siteground.net']",[],['ns1.siteground.net'],"""alltastesgerman.club. 14400 IN TXT """"v=spf1 +a +mx +ip4:35.208.207.22 include:_spf.mailspamprotection.com ~all""""""",NAMECHEAP INC,IS,23:47.0,6.0,-8.841798659847335,-0.024645456183762016,1.0880660953787133,-0.3080029550486274
656,656,vlrb.cooldog.website,0,0,0,['IP84'],2,1,2/9/2022,[],0,0,0,0,[],,"['104.23.138.13', '104.23.137.13']",[],[],"['2606:4700:11::6817:890d', '2606:4700:11::6817:8a0d']",[],,,,,,-9.773678650026882,-0.032486773095439236,0.9945923141752541,-0.151339840869825
657,657,alfeforcongress.com,0,0,0,['IP240'],2,1,2/9/2022,"[{'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'alfeforcongress.com', 'name_value': 'alfeforcongress.com\nwww.alfeforcongress.com', 'id': 6129531256, 'entry_timestamp': '2022-02-07T20:00:34.262', 'not_before': '2022-02-07T00:00:00', 'not_after': '2022-05-08T23:59:59', 'serial_number': '3d5e5d3fcfedbd3afb974069bf44ee48'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'alfeforcongress.com', 'name_value': 'alfeforcongress.com\nwww.alfeforcongress.com', 'id': 6129530626, 'entry_timestamp': '2022-02-07T20:00:33.299', 'not_before': '2022-02-07T00:00:00', 'not_after': '2022-05-08T23:59:59', 'serial_number': '3d5e5d3fcfedbd3afb974069bf44ee48'}]",2,90,2,0,[],Sectigo Limited,"['185.230.63.171', '185.230.63.107', '185.230.63.186']",[],"['ns13.wixdns.net', 'ns12.wixdns.net']",[],['ns12.wixdns.net'],,"GoDaddy.com, LLC",,42:18.0,6.0,-7.5375053282088205,-0.030857892539458087,1.2452626586908828,-0.00014093370595924526
658,658,bamboohrhiring.page.link,0,0,0,['IP1215'],2,1,2/9/2022,[],0,0,0,0,[],,['142.251.46.174'],[],[],['2607:f8b0:4005:812::200e'],[],,"MarkMonitor, Inc.",US,11:13.7,1828.0,-9.742083001277424,-0.01417289764709534,1.0026905830237838,-0.10096340127516301
659,659,www.globalteeshop.online,0,0,0,['IP633'],2,1,2/9/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'globalteeshop.online', 'name_value': 'www.globalteeshop.online', 'id': 6151475325, 'entry_timestamp': '2022-02-09T17:13:20.45', 'not_before': '2022-02-09T16:13:19', 'not_after': '2022-05-10T16:13:18', 'serial_number': '03b12ff744d28a11899315458eb7d39d4d3e'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'globalteeshop.online', 'name_value': 'www.globalteeshop.online', 'id': 6143308390, 'entry_timestamp': '2022-02-09T17:13:19.873', 'not_before': '2022-02-09T16:13:19', 'not_after': '2022-05-10T16:13:18', 'serial_number': '03b12ff744d28a11899315458eb7d39d4d3e'}]""",2,90,2,0,[],Let's Encrypt,['52.72.49.79'],[],"['ns-1281.awsdns-32.org', 'ns-196.awsdns-24.com', 'ns-2020.awsdns-60.co.uk', 'ns-620.awsdns-13.net']",[],['ns-620.awsdns-13.net'],,"TUCOWS, INC.",,17:34.0,2.0,-8.277585191795406,-0.03556293302648178,1.1278995334950168,-0.3137984761657928
660,660,fightorflightmama.com,0,0,0,['IP1216'],5,1,2/9/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.fightorflightmama.com', 'name_value': 'autodiscover.fightorflightmama.com\ncpanel.fightorflightmama.com\ncpcalendars.fightorflightmama.com\ncpcontacts.fightorflightmama.com\nfightorflightmama.com\nmail.fightorflightmama.com\nwebdisk.fightorflightmama.com\nwebmail.fightorflightmama.com\nwww.fightorflightmama.com', 'id': 6124050104, 'entry_timestamp': '2022-02-05T02:00:17.795', 'not_before': '2022-02-05T01:00:17', 'not_after': '2022-05-06T01:00:16', 'serial_number': '041ed5b249340fef34b63f3bad5c46770d0b'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.fightorflightmama.com', 'name_value': 'autodiscover.fightorflightmama.com\ncpanel.fightorflightmama.com\ncpcalendars.fightorflightmama.com\ncpcontacts.fightorflightmama.com\nfightorflightmama.com\nmail.fightorflightmama.com\nwebdisk.fightorflightmama.com\nwebmail.fightorflightmama.com\nwww.fightorflightmama.com', 'id': 6110377857, 'entry_timestamp': '2022-02-05T02:00:17.521', 'not_before': '2022-02-05T01:00:17', 'not_after': '2022-05-06T01:00:16', 'serial_number': '041ed5b249340fef34b63f3bad5c46770d0b'}]""",2,90,2,0,[],Let's Encrypt,['162.241.218.76'],['fightorflightmama-com.mail.protection.outlook.com'],"['ns2.bluehost.com', 'ns1.bluehost.com']",[],['ns1.bluehost.com'],"""fightorflightmama.com. 3600 IN TXT """"v=spf1 include:spf.protection.outlook.com -all""""""",FastDomain Inc.,US,48:27.0,6.0,-8.279130764005188,-0.03319533189221047,1.1102670644519996,-0.39439567670830744
661,661,ngp4.mybetterck.com,0,0,0,['IP1217'],4,1,2/9/2022,[],0,0,0,0,[],,['108.168.193.189'],[],[],[],[],,NAMECHEAP INC,IS,42:23.0,5.0,-9.508424715956064,-0.021785676234353957,0.9958549151983992,-3.724834895102447e-05
662,662,ngp1.mybetterck.com,0,0,0,['IP564'],2,1,2/9/2022,[],0,0,0,0,[],,['108.168.193.189'],[],[],[],[],,NAMECHEAP INC,IS,42:23.0,5.0,-9.508424715956064,-0.023357159771733804,0.9953137565742228,-3.494819010585459e-05
663,663,benton-academy.net,0,0,0,['IP1218'],2,1,2/9/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'gitlab.benton-academy.net', 'name_value': 'gitlab.benton-academy.net', 'id': 5549719871, 'entry_timestamp': '2021-11-05T13:41:32.439', 'not_before': '2021-11-05T12:41:32', 'not_after': '2022-02-03T12:41:31', 'serial_number': '04cbb60d86c955444ef3d9964dbf6242ce07'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'gitlab.benton-academy.net', 'name_value': 'gitlab.benton-academy.net', 'id': 5549709135, 'entry_timestamp': '2021-11-05T13:41:32.258', 'not_before': '2021-11-05T12:41:32', 'not_after': '2022-02-03T12:41:31', 'serial_number': '04cbb60d86c955444ef3d9964dbf6242ce07'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'hostmaster.benton-academy.net', 'name_value': 'hostmaster.benton-academy.net', 'id': 5529811110, 'entry_timestamp': '2021-11-02T12:15:28.792', 'not_before': '2021-11-02T11:15:28', 'not_after': '2022-01-31T11:15:27', 'serial_number': '039a12758b3bc1e3d05fa055dc777e88075e'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'hostmaster.benton-academy.net', 'name_value': 'hostmaster.benton-academy.net', 'id': 5529811634, 'entry_timestamp': '2021-11-02T12:15:28.564', 'not_before': '2021-11-02T11:15:28', 'not_after': '2022-01-31T11:15:27', 'serial_number': '039a12758b3bc1e3d05fa055dc777e88075e'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'webdisk.benton-academy.net', 'name_value': 'webdisk.benton-academy.net', 'id': 5529741862, 'entry_timestamp': '2021-11-02T12:01:25.977', 'not_before': '2021-11-02T11:01:25', 'not_after': '2022-01-31T11:01:24', 'serial_number': '034a80c0753f502690deec36d2482cc2688e'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'webdisk.benton-academy.net', 'name_value': 'webdisk.benton-academy.net', 'id': 5529741371, 'entry_timestamp': '2021-11-02T12:01:25.358', 'not_before': '2021-11-02T11:01:25', 'not_after': '2022-01-31T11:01:24', 'serial_number': '034a80c0753f502690deec36d2482cc2688e'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'cpcontacts.benton-academy.net', 'name_value': 'cpcontacts.benton-academy.net', 'id': 5529203939, 'entry_timestamp': '2021-11-02T09:59:25.896', 'not_before': '2021-11-02T08:59:25', 'not_after': '2022-01-31T08:59:24', 'serial_number': '032e71da17575fc5ab41a0b2e2fba8155c99'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'cpcontacts.benton-academy.net', 'name_value': 'cpcontacts.benton-academy.net', 'id': 5529205690, 'entry_timestamp': '2021-11-02T09:59:25.715', 'not_before': '2021-11-02T08:59:25', 'not_after': '2022-01-31T08:59:24', 'serial_number': '032e71da17575fc5ab41a0b2e2fba8155c99'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'webmail.benton-academy.net', 'name_value': 'webmail.benton-academy.net', 'id': 5526097655, 'entry_timestamp': '2021-11-01T22:34:19.609', 'not_before': '2021-11-01T21:34:19', 'not_after': '2022-01-30T21:34:18', 'serial_number': '03430e5e00a3ee080a0e12ae6eb12f08d4f9'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'webmail.benton-academy.net', 'name_value': 'webmail.benton-academy.net', 'id': 5526095610, 'entry_timestamp': '2021-11-01T22:34:19.494', 'not_before': '2021-11-01T21:34:19', 'not_after': '2022-01-30T21:34:18', 'serial_number': '03430e5e00a3ee080a0e12ae6eb12f08d4f9'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'new.benton-academy.net', 'name_value': 'new.benton-academy.net', 'id': 5504757477, 'entry_timestamp': '2021-10-29T08:36:20.581', 'not_before': '2021-10-29T07:36:20', 'not_after': '2022-01-27T07:36:19', 'serial_number': '03772e1bd37282376934ca4a1b0f53ea2a91'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'new.benton-academy.net', 'name_value': 'new.benton-academy.net', 'id': 5504757479, 'entry_timestamp': '2021-10-29T08:36:20.41', 'not_before': '2021-10-29T07:36:20', 'not_after': '2022-01-27T07:36:19', 'serial_number': '03772e1bd37282376934ca4a1b0f53ea2a91'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'dev.benton-academy.net', 'name_value': 'dev.benton-academy.net', 'id': 5504757674, 'entry_timestamp': '2021-10-29T08:36:20.22', 'not_before': '2021-10-29T07:36:20', 'not_after': '2022-01-27T07:36:19', 'serial_number': '037487c454dab66249d96ed6662b9818e90f'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'dev.benton-academy.net', 'name_value': 'dev.benton-academy.net', 'id': 5504757596, 'entry_timestamp': '2021-10-29T08:36:20.112', 'not_before': '2021-10-29T07:36:20', 'not_after': '2022-01-27T07:36:19', 'serial_number': '037487c454dab66249d96ed6662b9818e90f'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'git.benton-academy.net', 'name_value': 'git.benton-academy.net', 'id': 5491122968, 'entry_timestamp': '2021-10-27T05:52:34.022', 'not_before': '2021-10-27T04:52:33', 'not_after': '2022-01-25T04:52:32', 'serial_number': '04f1cc0cb47bddee615475b1c5e5d6330ebb'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'git.benton-academy.net', 'name_value': 'git.benton-academy.net', 'id': 5491123693, 'entry_timestamp': '2021-10-27T05:52:33.698', 'not_before': '2021-10-27T04:52:33', 'not_after': '2022-01-25T04:52:32', 'serial_number': '04f1cc0cb47bddee615475b1c5e5d6330ebb'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.benton-academy.net', 'name_value': 'www.benton-academy.net', 'id': 5469563128, 'entry_timestamp': '2021-10-23T21:13:06.977', 'not_before': '2021-10-23T20:13:06', 'not_after': '2022-01-21T20:13:05', 'serial_number': '03cf59c193fdc308b3f21e151234b30b2e31'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.benton-academy.net', 'name_value': 'www.benton-academy.net', 'id': 5469557714, 'entry_timestamp': '2021-10-23T21:13:06.778', 'not_before': '2021-10-23T20:13:06', 'not_after': '2022-01-21T20:13:05', 'serial_number': '03cf59c193fdc308b3f21e151234b30b2e31'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'benton-academy.net', 'name_value': 'benton-academy.net', 'id': 5469525759, 'entry_timestamp': '2021-10-23T21:05:13.199', 'not_before': '2021-10-23T20:05:13', 'not_after': '2022-01-21T20:05:12', 'serial_number': '041c62f4abaec216e3d337ed88ea40a8b50b'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'benton-academy.net', 'name_value': 'benton-academy.net', 'id': 5469527267, 'entry_timestamp': '2021-10-23T21:05:13.062', 'not_before': '2021-10-23T20:05:13', 'not_after': '2022-01-21T20:05:12', 'serial_number': '041c62f4abaec216e3d337ed88ea40a8b50b'}]""",50,90,0,50,[],Let's Encrypt,['104.247.81.50'],['mail.h-email.net'],"['ns2.parkingcrew.net', 'ns1.parkingcrew.net']",[],['ns1.parkingcrew.net'],"""benton-academy.net. 3600 IN TXT """"v=spf1 ip6:fd1b:212c:a5f9::/48 -all""""""",Sav.comLLC,United States,00:18.0,9.0,-8.567139119921276,-0.022035055954106098,1.1151003305994525,-0.40909247552536643
664,664,pw44.eu,0,0,0,['IP1219'],2,1,2/9/2022,"""[{'issuer_ca_id': 157938, 'issuer_name': 'C=US, O=""""Cloudflare, Inc."""", CN=Cloudflare Inc ECC CA-3', 'common_name': 'sni.cloudflaressl.com', 'name_value': '*.pw44.eu\npw44.eu', 'id': 6135597144, 'entry_timestamp': '2022-02-08T16:28:46.241', 'not_before': '2022-02-08T00:00:00', 'not_after': '2023-02-07T23:59:59', 'serial_number': '09a3aed3459a89e17d151ec5e3764af1'}]""",1,364,1,0,['sni.cloudflaressl.com'],"Cloudflare, Inc.","['104.21.77.56', '172.67.204.214']",[],"['mira.ns.cloudflare.com', 'arvind.ns.cloudflare.com']","['2606:4700:3033::6815:4d38', '2606:4700:3034::ac43:ccd6']",['arvind.ns.cloudflare.com'],,,,,,-8.657737576492426,-0.022162510648076617,1.1006716803709677,-0.2975598423753554
